componet_no,group_id,length,width,material_no,material_width,materail_length
225A8570-290-007-1,452,557,257,110000000331,1320,4000
225A8590-010-007,453,1102,772,110000000331,1320,4000
225A8590-010-009,453,975,645,110000000331,1320,4000
225A8590-020-007,454,702,582,110000000331,1320,4000
225A8590-020-009,454,575,455,110000000331,1320,4000
225A8590-030-007,455,702,582,110000000331,1320,4000
225A8590-030-009,455,575,455,110000000331,1320,4000
225A8590-040-007,456,752,662,110000000331,1320,4000
225A8590-040-009,456,625,535,110000000331,1320,4000
225A8590-050-007,457,752,662,110000000331,1320,4000
225A8590-050-009,457,625,535,110000000331,1320,4000
225A8590-060-007,458,1262,652,110000000331,1320,4000
225A8590-060-009,458,1135,525,110000000331,1320,4000
225A8590-070-007,459,1262,652,110000000331,1320,4000
225A8590-070-009,459,1135,525,110000000331,1320,4000
225A8590-080-007,460,1162,582,110000000331,1320,4000
225A8590-080-009,460,1035,455,110000000331,1320,4000
225A8590-090-007,461,1162,582,110000000331,1320,4000
225A8590-090-009,461,1035,455,110000000331,1320,4000
225A8590-110-007,462,805,355,110000000331,1320,4000
225A8590-110-009,462,932,482,110000000331,1320,4000
225A8590-120-007,463,805,355,110000000331,1320,4000
225A8590-120-009,463,932,482,110000000331,1320,4000
225A8590-130-007,464,972,632,110000000331,1320,4000
225A8590-130-009,464,845,505,110000000331,1320,4000
225A8590-140-007,465,972,632,110000000331,1320,4000
225A8590-140-009,465,845,505,110000000331,1320,4000
225A8590-230-007,466,822,482,110000000331,1320,4000
225A8590-230-009,466,695,355,110000000331,1320,4000
225A8590-240-007,467,822,482,110000000331,1320,4000
225A8590-240-009,467,695,355,110000000331,1320,4000
225A8600-010-007-0,468,1075,685,110000000331,1320,4000
225A8600-010-007-1,468,1075,685,110000000331,1320,4000
225A8600-010-007-2,468,1075,685,110000000331,1320,4000
225A8600-010-007-3,468,1075,685,110000000331,1320,4000
225A8600-010-007-4,468,1075,685,110000000331,1320,4000
225A8600-010-007-5,468,1075,685,110000000331,1320,4000
225A8600-010-007-6,468,1075,685,110000000331,1320,4000
225A8600-010-007-7,468,1075,685,110000000331,1320,4000
225A8600-010-007-8,468,1075,685,110000000331,1320,4000
225A8600-010-007-9,468,1075,685,110000000331,1320,4000
225A8600-010-007-10,468,1075,685,110000000331,1320,4000
225A8600-010-007-11,468,1075,685,110000000331,1320,4000
225A8600-010-007-12,468,1075,685,110000000331,1320,4000
225A8600-010-007-13,468,1075,685,110000000331,1320,4000
225A8600-010-007-14,468,1075,685,110000000331,1320,4000
225A8600-010-007-15,468,1075,685,110000000331,1320,4000
225A8600-010-007-16,468,1075,685,110000000331,1320,4000
225A8600-010-007-17,468,1075,685,110000000331,1320,4000
225A8600-010-007-18,468,1075,685,110000000331,1320,4000
225A8600-010-007-19,468,1075,685,110000000331,1320,4000
225A8600-010-007-20,468,1075,685,110000000331,1320,4000
225A8600-010-007-21,468,1075,685,110000000331,1320,4000
225A8600-010-007-22,468,1075,685,110000000331,1320,4000
225A8600-010-007-23,468,1075,685,110000000331,1320,4000
225A8600-010-007-24,468,1075,685,110000000331,1320,4000
225A8600-010-007-25,468,1075,685,110000000331,1320,4000
225A8600-010-007-26,468,1075,685,110000000331,1320,4000
225A8600-010-007-27,468,1075,685,110000000331,1320,4000
225A8600-010-009-0,468,1202,812,110000000331,1320,4000
225A8600-010-009-1,468,1202,812,110000000331,1320,4000
225A8600-010-009-2,468,1202,812,110000000331,1320,4000
225A8600-010-009-3,468,1202,812,110000000331,1320,4000
225A8600-010-009-4,468,1202,812,110000000331,1320,4000
225A8600-010-009-5,468,1202,812,110000000331,1320,4000
225A8600-010-009-6,468,1202,812,110000000331,1320,4000
225A8600-010-009-7,468,1202,812,110000000331,1320,4000
225A8600-010-009-8,468,1202,812,110000000331,1320,4000
225A8600-010-009-9,468,1202,812,110000000331,1320,4000
225A8600-010-009-10,468,1202,812,110000000331,1320,4000
225A8600-010-009-11,468,1202,812,110000000331,1320,4000
225A8600-010-009-12,468,1202,812,110000000331,1320,4000
225A8600-010-009-13,468,1202,812,110000000331,1320,4000
225A8600-010-009-14,468,1202,812,110000000331,1320,4000
225A8600-010-009-15,468,1202,812,110000000331,1320,4000
225A8600-010-009-16,468,1202,812,110000000331,1320,4000
225A8600-010-009-17,468,1202,812,110000000331,1320,4000
225A8600-010-009-18,468,1202,812,110000000331,1320,4000
225A8600-010-009-19,468,1202,812,110000000331,1320,4000
225A8600-010-009-20,468,1202,812,110000000331,1320,4000
225A8600-010-009-21,468,1202,812,110000000331,1320,4000
225A8600-010-009-22,468,1202,812,110000000331,1320,4000
225A8600-010-009-23,468,1202,812,110000000331,1320,4000
225A8600-010-009-24,468,1202,812,110000000331,1320,4000
225A8600-010-009-25,468,1202,812,110000000331,1320,4000
225A8600-010-009-26,468,1202,812,110000000331,1320,4000
225A8600-010-009-27,468,1202,812,110000000331,1320,4000
225A8600-020-007-0,469,1025,685,110000000331,1320,4000
225A8600-020-007-1,469,1025,685,110000000331,1320,4000
225A8600-020-007-2,469,1025,685,110000000331,1320,4000
225A8600-020-007-3,469,1025,685,110000000331,1320,4000
225A8600-020-007-4,469,1025,685,110000000331,1320,4000
225A8600-020-007-5,469,1025,685,110000000331,1320,4000
225A8600-020-007-6,469,1025,685,110000000331,1320,4000
225A8600-020-007-7,469,1025,685,110000000331,1320,4000
225A8600-020-009-0,469,1152,812,110000000331,1320,4000
225A8600-020-009-1,469,1152,812,110000000331,1320,4000
225A8600-020-009-2,469,1152,812,110000000331,1320,4000
225A8600-020-009-3,469,1152,812,110000000331,1320,4000
225A8600-020-009-4,469,1152,812,110000000331,1320,4000
225A8600-020-009-5,469,1152,812,110000000331,1320,4000
225A8600-020-009-6,469,1152,812,110000000331,1320,4000
225A8600-020-009-7,469,1152,812,110000000331,1320,4000
225A8600-030-007-0,470,847,387,110000000331,1320,4000
225A8600-030-007-1,470,847,387,110000000331,1320,4000
225A8600-030-007-2,470,847,387,110000000331,1320,4000
225A8600-030-007-3,470,847,387,110000000331,1320,4000
225A8600-030-007-4,470,847,387,110000000331,1320,4000
225A8600-030-007-5,470,847,387,110000000331,1320,4000
225A8600-030-007-6,470,847,387,110000000331,1320,4000
225A8600-030-007-7,470,847,387,110000000331,1320,4000
225A8600-030-007-8,470,847,387,110000000331,1320,4000
225A8600-030-007-9,470,847,387,110000000331,1320,4000
225A8600-030-007-10,470,847,387,110000000331,1320,4000
225A8600-030-007-11,470,847,387,110000000331,1320,4000
225A8600-030-007-12,470,847,387,110000000331,1320,4000
225A8600-030-007-13,470,847,387,110000000331,1320,4000
225A8600-030-007-14,470,847,387,110000000331,1320,4000
225A8600-030-007-15,470,847,387,110000000331,1320,4000
225A8600-030-007-16,470,847,387,110000000331,1320,4000
225A8600-030-007-17,470,847,387,110000000331,1320,4000
225A8600-030-007-18,470,847,387,110000000331,1320,4000
225A8600-030-007-19,470,847,387,110000000331,1320,4000
225A8600-030-007-20,470,847,387,110000000331,1320,4000
225A8600-030-007-21,470,847,387,110000000331,1320,4000
225A8600-030-007-22,470,847,387,110000000331,1320,4000
225A8600-030-007-23,470,847,387,110000000331,1320,4000
225A8600-030-007-24,470,847,387,110000000331,1320,4000
225A8600-030-007-25,470,847,387,110000000331,1320,4000
225A8600-030-007-26,470,847,387,110000000331,1320,4000
225A8600-030-007-27,470,847,387,110000000331,1320,4000
225A8600-040-007-0,471,825,685,110000000331,1320,4000
225A8600-040-007-1,471,825,685,110000000331,1320,4000
225A8600-040-007-2,471,825,685,110000000331,1320,4000
225A8600-040-007-3,471,825,685,110000000331,1320,4000
225A8600-040-007-4,471,825,685,110000000331,1320,4000
225A8600-040-007-5,471,825,685,110000000331,1320,4000
225A8600-040-007-6,471,825,685,110000000331,1320,4000
225A8600-040-007-7,471,825,685,110000000331,1320,4000
225A8600-040-007-8,471,825,685,110000000331,1320,4000
225A8600-040-007-9,471,825,685,110000000331,1320,4000
225A8600-040-007-10,471,825,685,110000000331,1320,4000
225A8600-040-007-11,471,825,685,110000000331,1320,4000
225A8600-040-007-12,471,825,685,110000000331,1320,4000
225A8600-040-007-13,471,825,685,110000000331,1320,4000
225A8600-040-007-14,471,825,685,110000000331,1320,4000
225A8600-040-007-15,471,825,685,110000000331,1320,4000
225A8600-040-007-16,471,825,685,110000000331,1320,4000
225A8600-040-007-17,471,825,685,110000000331,1320,4000
225A8600-040-007-18,471,825,685,110000000331,1320,4000
225A8600-040-007-19,471,825,685,110000000331,1320,4000
225A8600-040-007-20,471,825,685,110000000331,1320,4000
225A8600-040-007-21,471,825,685,110000000331,1320,4000
225A8600-040-007-22,471,825,685,110000000331,1320,4000
225A8600-040-007-23,471,825,685,110000000331,1320,4000
225A8600-040-007-24,471,825,685,110000000331,1320,4000
225A8600-040-007-25,471,825,685,110000000331,1320,4000
225A8600-040-007-26,471,825,685,110000000331,1320,4000
225A8600-040-007-27,471,825,685,110000000331,1320,4000
225A8600-040-007-28,471,825,685,110000000331,1320,4000
225A8600-040-009-0,471,952,812,110000000331,1320,4000
225A8600-040-009-1,471,952,812,110000000331,1320,4000
225A8600-040-009-2,471,952,812,110000000331,1320,4000
225A8600-040-009-3,471,952,812,110000000331,1320,4000
225A8600-040-009-4,471,952,812,110000000331,1320,4000
225A8600-040-009-5,471,952,812,110000000331,1320,4000
225A8600-040-009-6,471,952,812,110000000331,1320,4000
225A8600-040-009-7,471,952,812,110000000331,1320,4000
225A8600-040-009-8,471,952,812,110000000331,1320,4000
225A8600-040-009-9,471,952,812,110000000331,1320,4000
225A8600-040-009-10,471,952,812,110000000331,1320,4000
225A8600-040-009-11,471,952,812,110000000331,1320,4000
225A8600-040-009-12,471,952,812,110000000331,1320,4000
225A8600-040-009-13,471,952,812,110000000331,1320,4000
225A8600-040-009-14,471,952,812,110000000331,1320,4000
225A8600-040-009-15,471,952,812,110000000331,1320,4000
225A8600-040-009-16,471,952,812,110000000331,1320,4000
225A8600-040-009-17,471,952,812,110000000331,1320,4000
225A8600-040-009-18,471,952,812,110000000331,1320,4000
225A8600-040-009-19,471,952,812,110000000331,1320,4000
225A8600-040-009-20,471,952,812,110000000331,1320,4000
225A8600-040-009-21,471,952,812,110000000331,1320,4000
225A8600-040-009-22,471,952,812,110000000331,1320,4000
225A8600-040-009-23,471,952,812,110000000331,1320,4000
225A8600-040-009-24,471,952,812,110000000331,1320,4000
225A8600-040-009-25,471,952,812,110000000331,1320,4000
225A8600-040-009-26,471,952,812,110000000331,1320,4000
225A8600-040-009-27,471,952,812,110000000331,1320,4000
225A8600-040-009-28,471,952,812,110000000331,1320,4000
225A8600-050-007-0,472,1025,685,110000000331,1320,4000
225A8600-050-007-1,472,1025,685,110000000331,1320,4000
225A8600-050-009-0,472,1152,812,110000000331,1320,4000
225A8600-050-009-1,472,1152,812,110000000331,1320,4000
225A8600-060-007,473,1025,685,110000000331,1320,4000
225A8600-060-009,473,1152,812,110000000331,1320,4000
225A8600-070-007,474,1025,685,110000000331,1320,4000
225A8600-070-009,474,1152,812,110000000331,1320,4000
225A8600-080-007-0,475,1075,485,110000000331,1320,4000
225A8600-080-007-1,475,1075,485,110000000331,1320,4000
225A8600-080-009-0,475,1202,612,110000000331,1320,4000
225A8600-080-009-1,475,1202,612,110000000331,1320,4000
225A8600-090-007,476,775,685,110000000331,1320,4000
225A8600-090-009,476,902,812,110000000331,1320,4000
225A8600-100-007,477,1075,685,110000000331,1320,4000
225A8600-100-009,477,1202,812,110000000331,1320,4000
225A8600-110-007,478,1025,685,110000000331,1320,4000
225A8600-110-009,478,1152,812,110000000331,1320,4000
225A8600-120-007,479,1025,685,110000000331,1320,4000
225A8600-120-009,479,1152,812,110000000331,1320,4000
225A8600-130-007-0,480,825,485,110000000331,1320,4000
225A8600-130-007-1,480,825,485,110000000331,1320,4000
225A8600-130-009-0,480,952,612,110000000331,1320,4000
225A8600-130-009-1,480,952,612,110000000331,1320,4000
225A8600-140-007,481,445,385,110000000331,1320,4000
225A8600-140-009,481,572,512,110000000331,1320,4000
225A8600-150-007,482,725,685,110000000331,1320,4000
225A8600-150-009,482,852,812,110000000331,1320,4000
225A8600-160-007,483,755,665,110000000331,1320,4000
225A8600-160-009,483,882,792,110000000331,1320,4000
225A8700-010-007,484,1322,792,110000000331,1320,4000
225A8700-010-009,484,1195,665,110000000331,1320,4000
225A8700-010-008,484,1322,792,110000000331,1320,4000
225A8700-010-010,484,1195,665,110000000331,1320,4000
225A8700-020-007-0,485,812,772,110000000331,1320,4000
225A8700-020-007-1,485,812,772,110000000331,1320,4000
225A8700-020-009-0,485,685,645,110000000331,1320,4000
225A8700-020-009-1,485,685,645,110000000331,1320,4000
225A8700-030-007,486,712,702,110000000331,1320,4000
225A8700-030-009,486,585,575,110000000331,1320,4000
225A8700-040-007-0,487,1142,712,110000000331,1320,4000
225A8700-040-007-1,487,1142,712,110000000331,1320,4000
225A8700-040-009-0,487,1015,585,110000000331,1320,4000
225A8700-040-009-1,487,1015,585,110000000331,1320,4000
225A8700-050-007-0,488,952,762,110000000331,1320,4000
225A8700-050-007-1,488,952,762,110000000331,1320,4000
225A8700-050-009-0,488,825,635,110000000331,1320,4000
225A8700-050-009-1,488,825,635,110000000331,1320,4000
225A8700-060-007,489,1322,762,110000000331,1320,4000
225A8700-060-009,489,1195,635,110000000331,1320,4000
225A8700-070-007-0,490,1142,672,110000000331,1320,4000
225A8700-070-007-1,490,1142,672,110000000331,1320,4000
225A8700-070-007-2,490,1142,672,110000000331,1320,4000
225A8700-070-007-3,490,1142,672,110000000331,1320,4000
225A8700-070-009-0,490,1015,545,110000000331,1320,4000
225A8700-070-009-1,490,1015,545,110000000331,1320,4000
225A8700-070-009-2,490,1015,545,110000000331,1320,4000
225A8700-070-009-3,490,1015,545,110000000331,1320,4000
225A8700-080-007-0,491,1152,712,110000000331,1320,4000
225A8700-080-007-1,491,1152,712,110000000331,1320,4000
225A8700-080-009-0,491,1025,585,110000000331,1320,4000
225A8700-080-009-1,491,1025,585,110000000331,1320,4000
225A8700-090-007,492,1222,712,110000000331,1320,4000
225A8700-090-009,492,1095,585,110000000331,1320,4000
225A8700-110-007-0,493,952,712,110000000331,1320,4000
225A8700-110-007-1,493,952,712,110000000331,1320,4000
225A8700-110-007-2,493,952,712,110000000331,1320,4000
225A8700-110-009-0,493,825,585,110000000331,1320,4000
225A8700-110-009-1,493,825,585,110000000331,1320,4000
225A8700-110-009-2,493,825,585,110000000331,1320,4000
225A8700-120-007,494,1142,812,110000000331,1320,4000
225A8700-120-009,494,1015,685,110000000331,1320,4000
225A8700-130-007,495,1002,712,110000000331,1320,4000
225A8700-130-009,495,875,585,110000000331,1320,4000
225A8700-140-007,496,902,712,110000000331,1320,4000
225A8700-140-009,496,775,585,110000000331,1320,4000
225A8700-150-007-0,497,952,862,110000000331,1320,4000
225A8700-150-007-1,497,952,862,110000000331,1320,4000
225A8700-150-007-2,497,952,862,110000000331,1320,4000
225A8700-150-007-3,497,952,862,110000000331,1320,4000
225A8700-150-009-0,497,825,735,110000000331,1320,4000
225A8700-150-009-1,497,825,735,110000000331,1320,4000
225A8700-150-009-2,497,825,735,110000000331,1320,4000
225A8700-150-009-3,497,825,735,110000000331,1320,4000
225A8700-170-007,498,1302,862,110000000331,1320,4000
225A8700-170-009,498,1175,735,110000000331,1320,4000
225A8700-190-007-0,499,1122,792,110000000331,1320,4000
225A8700-190-007-1,499,1122,792,110000000331,1320,4000
225A8700-190-007-2,499,1122,792,110000000331,1320,4000
225A8700-190-009-0,499,995,665,110000000331,1320,4000
225A8700-190-009-1,499,995,665,110000000331,1320,4000
225A8700-190-009-2,499,995,665,110000000331,1320,4000
225A8700-410-007-0,500,757,257,110000000331,1320,4000
225A8700-410-007-1,500,757,257,110000000331,1320,4000
225A8700-410-007-2,500,757,257,110000000331,1320,4000
225A8700-410-007-3,500,757,257,110000000331,1320,4000
225A8700-410-007-4,500,757,257,110000000331,1320,4000
225A8700-410-007-5,500,757,257,110000000331,1320,4000
225A8700-410-007-6,500,757,257,110000000331,1320,4000
225A8700-410-007-7,500,757,257,110000000331,1320,4000
225A8700-430-007,501,757,257,110000000331,1320,4000
225A8700-450-007-0,502,797,257,110000000331,1320,4000
225A8700-450-007-1,502,797,257,110000000331,1320,4000
225A8700-620-009,503,395,275,110000000331,1320,4000
225A8700-620-011,503,496,376,110000000331,1320,4000
225A8700-630-009,504,395,275,110000000331,1320,4000
225A8700-630-011,504,496,376,110000000331,1320,4000
225A8700-640-009,505,375,155,110000000331,1320,4000
225A8700-640-011,505,476,256,110000000331,1320,4000
225A8700-650-009,506,685,405,110000000331,1320,4000
225A8700-650-011,506,786,506,110000000331,1320,4000
225A8700-660-009,507,965,425,110000000331,1320,4000
225A8700-660-011,507,1066,526,110000000331,1320,4000
225A8700-670-009,508,375,255,110000000331,1320,4000
225A8700-670-011,508,476,356,110000000331,1320,4000
225A8700-680-009,509,445,385,110000000331,1320,4000
225A8700-680-011,509,546,486,110000000331,1320,4000
225A8700-720-009-0,510,345,165,110000000331,1320,4000
225A8700-720-009-1,510,345,165,110000000331,1320,4000
225A8700-720-011-0,510,446,266,110000000331,1320,4000
225A8700-720-011-1,510,446,266,110000000331,1320,4000
225A8700-730-009-0,511,285,165,110000000331,1320,4000
225A8700-730-009-1,511,285,165,110000000331,1320,4000
225A8700-730-011-0,511,386,266,110000000331,1320,4000
225A8700-730-011-1,511,386,266,110000000331,1320,4000
225A8700-810-009,512,435,255,110000000331,1320,4000
225A8700-810-011,512,536,356,110000000331,1320,4000
225A8700-820-009-0,513,435,155,110000000331,1320,4000
225A8700-820-009-1,513,435,155,110000000331,1320,4000
225A8700-820-011-0,513,536,256,110000000331,1320,4000
225A8700-820-011-1,513,536,256,110000000331,1320,4000
225A8700-830-009,514,435,335,110000000331,1320,4000
225A8700-830-011,514,536,436,110000000331,1320,4000
225A8700-840-009-0,515,435,285,110000000331,1320,4000
225A8700-840-009-1,515,435,285,110000000331,1320,4000
225A8700-840-009-2,515,435,285,110000000331,1320,4000
225A8700-840-011-0,515,536,386,110000000331,1320,4000
225A8700-840-011-1,515,536,386,110000000331,1320,4000
225A8700-840-011-2,515,536,386,110000000331,1320,4000
225A8700-850-009-0,516,435,295,110000000331,1320,4000
225A8700-850-009-1,516,435,295,110000000331,1320,4000
225A8700-850-011-0,516,536,396,110000000331,1320,4000
225A8700-850-011-1,516,536,396,110000000331,1320,4000
225A8700-860-009,517,435,235,110000000331,1320,4000
225A8700-860-011,517,536,336,110000000331,1320,4000
225A8700-870-009,518,435,205,110000000331,1320,4000
225A8700-870-011,518,536,306,110000000331,1320,4000
225A8700-880-009,519,445,305,110000000331,1320,4000
225A8700-880-011,519,546,406,110000000331,1320,4000
225A8700-910-009,520,265,255,110000000331,1320,4000
225A8700-910-011,520,366,356,110000000331,1320,4000
225A8700-920-009-0,521,265,165,110000000331,1320,4000
225A8700-920-009-1,521,265,165,110000000331,1320,4000
225A8700-920-011-0,521,366,266,110000000331,1320,4000
225A8700-920-011-1,521,366,266,110000000331,1320,4000
225A8700-930-009,522,345,265,110000000331,1320,4000
225A8700-930-011,522,446,366,110000000331,1320,4000
225A8700-940-009-0,523,285,265,110000000331,1320,4000
225A8700-940-009-1,523,285,265,110000000331,1320,4000
225A8700-940-009-2,523,285,265,110000000331,1320,4000
225A8700-940-009-3,523,285,265,110000000331,1320,4000
225A8700-940-011-0,523,386,366,110000000331,1320,4000
225A8700-940-011-1,523,386,366,110000000331,1320,4000
225A8700-940-011-2,523,386,366,110000000331,1320,4000
225A8700-940-011-3,523,386,366,110000000331,1320,4000
225A8700-950-009,524,385,265,110000000331,1320,4000
225A8700-950-011,524,486,366,110000000331,1320,4000
225A8700-960-009,525,275,265,110000000331,1320,4000
225A8700-960-011,525,376,366,110000000331,1320,4000
225A8700-970-007-0,526,575,545,110000000331,1320,4000
225A8700-970-007-1,526,575,545,110000000331,1320,4000
225A8700-970-009-0,526,702,672,110000000331,1320,4000
225A8700-970-009-1,526,702,672,110000000331,1320,4000
225A8810-010-005,527,255,220,110000000631,1320,4000
225A8810-010-007,527,356,321,110000000631,1320,4000
225A8810-020-005,528,425,225,110000000631,1320,4000
225A8810-020-007,528,526,326,110000000631,1320,4000
225A8810-030-005,529,350,225,110000000631,1320,4000
225A8810-030-007,529,451,326,110000000631,1320,4000
225A8810-040-005,530,395,270,110000000631,1320,4000
225A8810-040-007,530,496,371,110000000631,1320,4000
225A8810-050-005,531,400,335,110000000631,1320,4000
225A8810-050-007,531,501,436,110000000631,1320,4000
225A8810-060-005,532,395,240,110000000631,1320,4000
225A8810-060-007,532,496,341,110000000631,1320,4000
225A8810-070-005,533,395,195,110000000631,1320,4000
225A8810-070-007,533,496,296,110000000631,1320,4000
225A8810-080-005,534,315,260,110000000631,1320,4000
225A8810-080-007,534,416,361,110000000631,1320,4000
225A8810-090-005,535,315,235,110000000631,1320,4000
225A8810-090-007,535,416,336,110000000631,1320,4000
225A8810-110-005,536,360,260,110000000631,1320,4000
225A8810-110-007,536,461,361,110000000631,1320,4000
225A8810-120-005,537,595,360,110000000631,1320,4000
225A8810-120-007,537,696,461,110000000631,1320,4000
225A8810-130-005,538,355,195,110000000631,1320,4000
225A85810-130-007,539,456,296,110000000631,1320,4000
225A8810-140-005,540,305,260,110000000631,1320,4000
225A8810-140-007,540,406,361,110000000631,1320,4000
225A8810-150-005,541,595,305,110000000631,1320,4000
225A8810-150-007,541,696,406,110000000631,1320,4000
225A8810-160-005,542,305,195,110000000631,1320,4000
225A8810-160-007,542,406,296,110000000631,1320,4000
225A8820-010-005,543,355,215,110000000631,1320,4000
225A8820-010-007,543,456,316,110000000631,1320,4000
225A8820-020-005,544,240,215,110000000631,1320,4000
225A8820-020-007,544,341,316,110000000631,1320,4000
225A8820-030-005,545,390,215,110000000631,1320,4000
225A8820-030-007,545,491,316,110000000631,1320,4000
225A8820-040-005,546,280,215,110000000631,1320,4000
225A8820-040-007,546,381,316,110000000631,1320,4000
225A8820-050-005,547,285,250,110000000631,1320,4000
225A8820-050-007,547,386,351,110000000631,1320,4000
225A8820-060-005,548,545,250,110000000631,1320,4000
225A8820-060-007,548,646,351,110000000631,1320,4000
225A8820-070-005,549,350,250,110000000631,1320,4000
225A8820-070-007,549,451,351,110000000631,1320,4000
225A8820-080-005,550,350,350,110000000631,1320,4000
225A8820-080-007,550,451,451,110000000631,1320,4000
225A8820-090-005,551,550,345,110000000631,1320,4000
225A8820-090-007,551,651,446,110000000631,1320,4000
225A8820-110-005,552,280,260,110000000631,1320,4000
225A8820-110-007,552,381,361,110000000631,1320,4000
225A8820-120-005,553,285,255,110000000631,1320,4000
225A8820-120-007,553,386,356,110000000631,1320,4000
225A8820-130-005,554,280,255,110000000631,1320,4000
225A8820-130-007,554,381,356,110000000631,1320,4000
225A8820-140-005,555,295,280,110000000631,1320,4000
225A8820-140-007,555,396,381,110000000631,1320,4000
225A8820-150-005,556,350,295,110000000631,1320,4000
225A8820-150-007,556,451,396,110000000631,1320,4000
225A8820-160-005,557,285,280,110000000631,1320,4000
225A8820-160-007,557,386,381,110000000631,1320,4000
225A8820-170-005,558,285,215,110000000631,1320,4000
225A8820-170-007,558,386,316,110000000631,1320,4000
225A8820-180-005,559,430,315,110000000631,1320,4000
225A8820-180-007,559,531,416,110000000631,1320,4000
225A8820-190-005,560,290,255,110000000631,1320,4000
225A8820-190-007,560,391,356,110000000631,1320,4000
225A8820-210-005,561,335,280,110000000631,1320,4000
225A8820-210-007,561,436,381,110000000631,1320,4000
225A8820-220-005,562,555,335,110000000631,1320,4000
225A8820-220-007,562,656,436,110000000631,1320,4000
225A8820-230-005,563,355,335,110000000631,1320,4000
225A8820-230-007,563,456,436,110000000631,1320,4000
225A8820-240-005,564,335,280,110000000631,1320,4000
225A8820-240-007,564,436,381,110000000631,1320,4000
225A8820-250-005,565,550,333,110000000631,1320,4000
225A8820-250-007,565,651,434,110000000631,1320,4000
225A8820-260-005,566,355,330,110000000631,1320,4000
225A8820-260-007,566,456,431,110000000631,1320,4000
225A8820-270-005,567,297,290,110000000631,1320,4000
225A8820-270-007,567,398,391,110000000631,1320,4000
225A8820-280-005,568,315,295,110000000631,1320,4000
225A8820-280-007,568,416,396,110000000631,1320,4000
225A8820-290-005,569,315,300,110000000631,1320,4000
225A8820-290-007,569,416,401,110000000631,1320,4000
225A8820-310-005,570,350,295,110000000631,1320,4000
225A8820-310-007,570,451,396,110000000631,1320,4000
225A8830-010-005-0,571,197,172,110000000631,1320,4000
225A8830-010-005-1,571,197,172,110000000631,1320,4000
225A8830-010-007-0,571,298,273,110000000631,1320,4000
225A8830-010-007-1,571,298,273,110000000631,1320,4000
225A8830-020-005,572,197,173,110000000631,1320,4000
225A8830-020-007,572,298,274,110000000631,1320,4000
225A8830-030-005,573,197,178,110000000631,1320,4000
225A8830-030-007,573,298,279,110000000631,1320,4000
225A8830-040-005,574,197,197,110000000631,1320,4000
225A8830-040-007,574,298,298,110000000631,1320,4000
225A8830-050-005,575,197,133,110000000631,1320,4000
225A8830-050-007,575,298,234,110000000631,1320,4000
225A8830-060-005,576,288,275,110000000631,1320,4000
225A8830-060-007,576,389,376,110000000631,1320,4000
225A8830-070-005,577,302,288,110000000631,1320,4000
225A8830-070-007,577,403,389,110000000631,1320,4000
225A8830-080-005,578,288,233,110000000631,1320,4000
225A8830-080-007,578,389,334,110000000631,1320,4000
225A8830-090-005,579,307,275,110000000631,1320,4000
225A8830-090-007,579,408,376,110000000631,1320,4000
225A8830-110-005,580,307,275,110000000631,1320,4000
225A8830-110-007,580,408,376,110000000631,1320,4000
225A8830-120-005,581,298,134,110000000631,1320,4000
225A8830-120-007,581,399,235,110000000631,1320,4000
225A8830-130-005,582,307,275,110000000631,1320,4000
225A8830-130-007,582,408,376,110000000631,1320,4000
225A8830-140-005,583,307,275,110000000631,1320,4000
225A8830-140-007,583,408,376,110000000631,1320,4000
225A8830-150-005,584,301,176,110000000631,1320,4000
225A8830-150-007,584,402,277,110000000631,1320,4000
225A8830-160-005,585,301,205,110000000631,1320,4000
225A8830-160-007,585,402,306,110000000631,1320,4000
225A8830-170-005,586,308,233,110000000631,1320,4000
225A8830-170-007,586,409,334,110000000631,1320,4000
225A8830-180-005,587,238,220,110000000631,1320,4000
225A8830-180-007,587,339,321,110000000631,1320,4000
225A8830-190-005,588,238,169,110000000631,1320,4000
225A8830-190-007,588,339,270,110000000631,1320,4000
225A8830-210-005,589,233,220,110000000631,1320,4000
225A8830-210-007,589,334,321,110000000631,1320,4000
225A8830-220-005,590,233,167,110000000631,1320,4000
225A8830-220-007,590,334,268,110000000631,1320,4000
225A8830-230-005,591,245,213,110000000631,1320,4000
225A8830-230-007,591,346,314,110000000631,1320,4000
225A8830-240-005,592,245,202,110000000631,1320,4000
225A8830-240-007,592,346,303,110000000631,1320,4000
225A8830-250-005,593,245,202,110000000631,1320,4000
225A8830-250-007,593,346,303,110000000631,1320,4000
225A8830-260-005,594,245,235,110000000631,1320,4000
225A8830-260-007,594,346,336,110000000631,1320,4000
225A8830-010-006-0,571,197,172,110000000631,1320,4000
225A8830-010-006-1,571,197,172,110000000631,1320,4000
225A8830-010-008-0,571,298,273,110000000631,1320,4000
225A8830-010-008-1,571,298,273,110000000631,1320,4000
225A8830-020-006,572,197,173,110000000631,1320,4000
225A8830-020-008,572,298,274,110000000631,1320,4000
225A8830-030-006,573,197,178,110000000631,1320,4000
225A8830-030-008,573,298,279,110000000631,1320,4000
225A8830-040-006,574,197,197,110000000631,1320,4000
225A8830-040-008,574,298,298,110000000631,1320,4000
225A8830-050-006,575,197,133,110000000631,1320,4000
225A8830-050-008,575,298,234,110000000631,1320,4000
225A8830-060-006,576,288,275,110000000631,1320,4000
