componet_no,group_id,length,width,material_no,material_width,materail_length
225A8220-070-003-31,172,865,670,110000000631,1320,4000
225A8220-070-005-0,172,1017,822,110000000631,1320,4000
225A8220-070-005-1,172,1017,822,110000000631,1320,4000
225A8220-070-005-2,172,1017,822,110000000631,1320,4000
225A8220-070-005-3,172,1017,822,110000000631,1320,4000
225A8220-070-005-4,172,1017,822,110000000631,1320,4000
225A8220-070-005-5,172,1017,822,110000000631,1320,4000
225A8220-070-005-6,172,1017,822,110000000631,1320,4000
225A8220-070-005-7,172,1017,822,110000000631,1320,4000
225A8220-070-005-8,172,1017,822,110000000631,1320,4000
225A8220-070-005-9,172,1017,822,110000000631,1320,4000
225A8220-070-005-10,172,1017,822,110000000631,1320,4000
225A8220-070-005-11,172,1017,822,110000000631,1320,4000
225A8220-070-005-12,172,1017,822,110000000631,1320,4000
225A8220-070-005-13,172,1017,822,110000000631,1320,4000
225A8220-070-005-14,172,1017,822,110000000631,1320,4000
225A8220-070-005-15,172,1017,822,110000000631,1320,4000
225A8220-070-005-16,172,1017,822,110000000631,1320,4000
225A8220-070-005-17,172,1017,822,110000000631,1320,4000
225A8220-070-005-18,172,1017,822,110000000631,1320,4000
225A8220-070-005-19,172,1017,822,110000000631,1320,4000
225A8220-070-005-20,172,1017,822,110000000631,1320,4000
225A8220-070-005-21,172,1017,822,110000000631,1320,4000
225A8220-070-005-22,172,1017,822,110000000631,1320,4000
225A8220-070-005-23,172,1017,822,110000000631,1320,4000
225A8220-070-005-24,172,1017,822,110000000631,1320,4000
225A8220-070-005-25,172,1017,822,110000000631,1320,4000
225A8220-070-005-26,172,1017,822,110000000631,1320,4000
225A8220-070-005-27,172,1017,822,110000000631,1320,4000
225A8220-070-005-28,172,1017,822,110000000631,1320,4000
225A8220-070-005-29,172,1017,822,110000000631,1320,4000
225A8220-070-005-30,172,1017,822,110000000631,1320,4000
225A8220-070-005-31,172,1017,822,110000000631,1320,4000
225A8220-080-003,173,1825,390,110000000631,1320,4000
225A8220-080-005,173,1952,517,110000000631,1320,4000
225A8220-090-003-0,174,1825,670,110000000631,1320,4000
225A8220-090-003-1,174,1825,670,110000000631,1320,4000
225A8220-090-003-2,174,1825,670,110000000631,1320,4000
225A8220-090-005-0,174,1952,797,110000000631,1320,4000
225A8220-090-005-1,174,1952,797,110000000631,1320,4000
225A8220-090-005-2,174,1952,797,110000000631,1320,4000
225A8220-110-003-0,175,670,380,110000000631,1320,4000
225A8220-110-003-1,175,670,380,110000000631,1320,4000
225A8220-110-003-2,175,670,380,110000000631,1320,4000
225A8220-110-003-3,175,670,380,110000000631,1320,4000
225A8220-110-003-4,175,670,380,110000000631,1320,4000
225A8220-110-003-5,175,670,380,110000000631,1320,4000
225A8220-110-005-0,175,797,507,110000000631,1320,4000
225A8220-110-005-1,175,797,507,110000000631,1320,4000
225A8220-110-005-2,175,797,507,110000000631,1320,4000
225A8220-110-005-3,175,797,507,110000000631,1320,4000
225A8220-110-005-4,175,797,507,110000000631,1320,4000
225A8220-110-005-5,175,797,507,110000000631,1320,4000
225A8220-120-003-0,176,3285,670,110000000631,1320,4000
225A8220-120-003-1,176,3285,670,110000000631,1320,4000
225A8220-120-005-0,176,3412,797,110000000631,1320,4000
225A8220-120-005-1,176,3412,797,110000000631,1320,4000
225A8220-130-003-0,177,3575,670,110000000631,1320,4000
225A8220-130-003-1,177,3575,670,110000000631,1320,4000
225A8220-130-003-2,177,3575,670,110000000631,1320,4000
225A8220-130-003-3,177,3575,670,110000000631,1320,4000
225A8220-130-003-4,177,3575,670,110000000631,1320,4000
225A8220-130-005-0,177,3702,797,110000000631,1320,4000
225A8220-130-005-1,177,3702,797,110000000631,1320,4000
225A8220-130-005-2,177,3702,797,110000000631,1320,4000
225A8220-130-005-3,177,3702,797,110000000631,1320,4000
225A8220-130-005-4,177,3702,797,110000000631,1320,4000
225A8220-140-003-0,178,1630,670,110000000631,1320,4000
225A8220-140-003-1,178,1630,670,110000000631,1320,4000
225A8220-140-005-0,178,1757,797,110000000631,1320,4000
225A8220-140-005-1,178,1757,797,110000000631,1320,4000
225A8220-150-003,179,3575,670,110000000631,1320,4000
225A8220-150-005,179,3702,797,110000000631,1320,4000
225A8220-160-003,180,1630,390,110000000631,1320,4000
225A8220-160-005,180,1757,517,110000000631,1320,4000
225A8220-170-003,181,785,670,110000000631,1320,4000
225A8220-170-005,181,912,797,110000000631,1320,4000
225A8220-180-003,182,1155,670,110000000631,1320,4000
225A8220-180-005,182,1282,797,110000000631,1320,4000
225A8220-190-003-0,183,585,280,110000000631,1320,4000
225A8220-190-003-1,183,585,280,110000000631,1320,4000
225A8220-190-003-2,183,585,280,110000000631,1320,4000
225A8220-190-003-3,183,585,280,110000000631,1320,4000
225A8220-190-003-4,183,585,280,110000000631,1320,4000
225A8220-190-003-5,183,585,280,110000000631,1320,4000
225A8220-190-003-6,183,585,280,110000000631,1320,4000
225A8220-210-003,184,378,278,110000000631,1320,4000
225A8220-210-005,184,416,316,110000000631,1320,4000
225A8220-220-003-0,185,558,378,110000000631,1320,4000
225A8220-220-003-1,185,558,378,110000000631,1320,4000
225A8220-220-003-2,185,558,378,110000000631,1320,4000
225A8220-220-005-0,185,685,505,110000000631,1320,4000
225A8220-220-005-1,185,685,505,110000000631,1320,4000
225A8220-220-005-2,185,685,505,110000000631,1320,4000
225A8220-230-003,186,558,378,110000000631,1320,4000
225A8220-230-005,186,685,505,110000000631,1320,4000
225A8220-240-003-0,187,221,158,110000000631,1320,4000
225A8220-240-003-1,187,221,158,110000000631,1320,4000
225A8220-240-005-0,187,348,285,110000000631,1320,4000
225A8220-240-005-1,187,348,285,110000000631,1320,4000
225A8220-250-003,188,218,155,110000000631,1320,4000
225A8220-250-005,188,345,282,110000000631,1320,4000
225A8220-260-003-0,189,268,158,110000000631,1320,4000
225A8220-260-003-1,189,268,158,110000000631,1320,4000
225A8220-260-005-0,189,395,285,110000000631,1320,4000
225A8220-260-005-1,189,395,285,110000000631,1320,4000
225A8220-270-003,190,266,155,110000000631,1320,4000
225A8220-270-005,190,393,282,110000000631,1320,4000
225A8220-280-003-0,191,189,158,110000000631,1320,4000
225A8220-280-003-1,191,189,158,110000000631,1320,4000
225A8220-280-005-0,191,316,285,110000000631,1320,4000
225A8220-280-005-1,191,316,285,110000000631,1320,4000
225A8220-290-003,192,192,155,110000000631,1320,4000
225A8220-290-005,192,319,282,110000000631,1320,4000
225A8220-310-003-0,193,865,474,110000000331,1320,4000
225A8220-310-003-1,193,865,474,110000000331,1320,4000
225A8220-310-005-0,193,1017,626,110000000331,1320,4000
225A8220-310-005-1,193,1017,626,110000000331,1320,4000
225A8220-320-003-0,194,582,272,110000000331,1320,4000
225A8220-320-003-1,194,582,272,110000000331,1320,4000
225A8220-330-003-0,195,670,307,110000000331,1320,4000
225A8220-330-003-1,195,670,307,110000000331,1320,4000
225A8220-330-005-0,195,822,459,110000000331,1320,4000
225A8220-330-005-1,195,822,459,110000000331,1320,4000
225A8220-340-003-0,196,875,205,110000000331,1320,4000
225A8220-340-003-1,196,875,205,110000000331,1320,4000
225A8220-340-003-2,196,875,205,110000000331,1320,4000
225A8220-340-003-3,196,875,205,110000000331,1320,4000
225A8220-340-003-4,196,875,205,110000000331,1320,4000
225A8220-340-003-5,196,875,205,110000000331,1320,4000
225A8220-340-003-6,196,875,205,110000000331,1320,4000
225A8220-340-003-7,196,875,205,110000000331,1320,4000
225A8220-340-003-8,196,875,205,110000000331,1320,4000
225A8220-340-003-9,196,875,205,110000000331,1320,4000
225A8220-340-003-10,196,875,205,110000000331,1320,4000
225A8220-340-003-11,196,875,205,110000000331,1320,4000
225A8220-340-003-12,196,875,205,110000000331,1320,4000
225A8220-340-003-13,196,875,205,110000000331,1320,4000
225A8220-340-003-14,196,875,205,110000000331,1320,4000
225A8220-340-003-15,196,875,205,110000000331,1320,4000
225A8220-340-003-16,196,875,205,110000000331,1320,4000
225A8220-340-003-17,196,875,205,110000000331,1320,4000
225A8220-340-003-18,196,875,205,110000000331,1320,4000
225A8220-340-003-19,196,875,205,110000000331,1320,4000
225A8220-340-003-20,196,875,205,110000000331,1320,4000
225A8220-340-003-21,196,875,205,110000000331,1320,4000
225A8220-340-003-22,196,875,205,110000000331,1320,4000
225A8220-340-003-23,196,875,205,110000000331,1320,4000
225A8220-340-003-24,196,875,205,110000000331,1320,4000
225A8220-340-003-25,196,875,205,110000000331,1320,4000
225A8220-340-003-26,196,875,205,110000000331,1320,4000
225A8220-340-003-27,196,875,205,110000000331,1320,4000
225A8220-340-003-28,196,875,205,110000000331,1320,4000
225A8220-340-003-29,196,875,205,110000000331,1320,4000
225A8220-340-009-0,196,970,300,110000000331,1320,4000
225A8220-340-009-1,196,970,300,110000000331,1320,4000
225A8220-340-009-2,196,970,300,110000000331,1320,4000
225A8220-340-009-3,196,970,300,110000000331,1320,4000
225A8220-340-009-4,196,970,300,110000000331,1320,4000
225A8220-340-009-5,196,970,300,110000000331,1320,4000
225A8220-340-009-6,196,970,300,110000000331,1320,4000
225A8220-340-009-7,196,970,300,110000000331,1320,4000
225A8220-340-009-8,196,970,300,110000000331,1320,4000
225A8220-340-009-9,196,970,300,110000000331,1320,4000
225A8220-340-009-10,196,970,300,110000000331,1320,4000
225A8220-340-009-11,196,970,300,110000000331,1320,4000
225A8220-340-009-12,196,970,300,110000000331,1320,4000
225A8220-340-009-13,196,970,300,110000000331,1320,4000
225A8220-340-009-14,196,970,300,110000000331,1320,4000
225A8220-340-009-15,196,970,300,110000000331,1320,4000
225A8220-340-009-16,196,970,300,110000000331,1320,4000
225A8220-340-009-17,196,970,300,110000000331,1320,4000
225A8220-340-009-18,196,970,300,110000000331,1320,4000
225A8220-340-009-19,196,970,300,110000000331,1320,4000
225A8220-340-009-20,196,970,300,110000000331,1320,4000
225A8220-340-009-21,196,970,300,110000000331,1320,4000
225A8220-340-009-22,196,970,300,110000000331,1320,4000
225A8220-340-009-23,196,970,300,110000000331,1320,4000
225A8220-340-009-24,196,970,300,110000000331,1320,4000
225A8220-340-009-25,196,970,300,110000000331,1320,4000
225A8220-340-009-26,196,970,300,110000000331,1320,4000
225A8220-340-009-27,196,970,300,110000000331,1320,4000
225A8220-340-009-28,196,970,300,110000000331,1320,4000
225A8220-340-009-29,196,970,300,110000000331,1320,4000
225A8220-350-003-0,197,894,249,110000000631,1320,4000
225A8220-350-003-1,197,894,249,110000000631,1320,4000
225A8220-350-003-2,197,894,249,110000000631,1320,4000
225A8220-350-003-3,197,894,249,110000000631,1320,4000
225A8220-350-003-4,197,894,249,110000000631,1320,4000
225A8220-350-003-5,197,894,249,110000000631,1320,4000
225A8220-350-003-6,197,894,249,110000000631,1320,4000
225A8220-350-003-7,197,894,249,110000000631,1320,4000
225A8220-350-003-8,197,894,249,110000000631,1320,4000
225A8220-350-003-9,197,894,249,110000000631,1320,4000
225A8220-350-003-10,197,894,249,110000000631,1320,4000
225A8220-350-003-11,197,894,249,110000000631,1320,4000
225A8220-350-003-12,197,894,249,110000000631,1320,4000
225A8220-350-003-13,197,894,249,110000000631,1320,4000
225A8220-350-003-14,197,894,249,110000000631,1320,4000
225A8220-350-003-15,197,894,249,110000000631,1320,4000
225A8220-350-003-16,197,894,249,110000000631,1320,4000
225A8220-350-003-17,197,894,249,110000000631,1320,4000
225A8220-350-003-18,197,894,249,110000000631,1320,4000
225A8220-350-003-19,197,894,249,110000000631,1320,4000
225A8220-350-003-20,197,894,249,110000000631,1320,4000
225A8220-350-003-21,197,894,249,110000000631,1320,4000
225A8220-350-003-22,197,894,249,110000000631,1320,4000
225A8220-350-003-23,197,894,249,110000000631,1320,4000
225A8220-350-003-24,197,894,249,110000000631,1320,4000
225A8220-350-003-25,197,894,249,110000000631,1320,4000
225A8220-350-003-26,197,894,249,110000000631,1320,4000
225A8220-350-003-27,197,894,249,110000000631,1320,4000
225A8220-350-003-28,197,894,249,110000000631,1320,4000
225A8220-350-003-29,197,894,249,110000000631,1320,4000
225A8220-350-003-30,197,894,249,110000000631,1320,4000
225A8220-350-003-31,197,894,249,110000000631,1320,4000
225A8220-350-003-32,197,894,249,110000000631,1320,4000
225A8220-350-003-33,197,894,249,110000000631,1320,4000
225A8220-360-003,198,3565,230,110000000631,1320,4000
225A8220-370-003,199,3565,230,110000000631,1320,4000
225A8220-380-003-0,200,3565,230,110000000631,1320,4000
225A8220-380-003-1,200,3565,230,110000000631,1320,4000
225A8220-380-003-2,200,3565,230,110000000631,1320,4000
225A8220-380-003-3,200,3565,230,110000000631,1320,4000
225A8220-380-003-4,200,3565,230,110000000631,1320,4000
225A8220-390-003-0,201,3565,230,110000000631,1320,4000
225A8220-390-003-1,201,3565,230,110000000631,1320,4000
225A8220-390-003-2,201,3565,230,110000000631,1320,4000
225A8220-390-003-3,201,3565,230,110000000631,1320,4000
225A8220-390-003-4,201,3565,230,110000000631,1320,4000
225A8220-390-003-5,201,3565,230,110000000631,1320,4000
225A8220-390-003-6,201,3565,230,110000000631,1320,4000
225A8220-390-003-7,201,3565,230,110000000631,1320,4000
225A8220-410-003-0,202,3565,230,110000000631,1320,4000
225A8220-410-003-1,202,3565,230,110000000631,1320,4000
225A8220-420-003-0,203,970,300,110000000331,1320,4000
225A8220-420-003-1,203,970,300,110000000331,1320,4000
225A8220-420-003-2,203,970,300,110000000331,1320,4000
225A8220-420-003-3,203,970,300,110000000331,1320,4000
225A8220-420-009-0,203,875,205,110000000331,1320,4000
225A8220-420-009-1,203,875,205,110000000331,1320,4000
225A8220-420-009-2,203,875,205,110000000331,1320,4000
225A8220-420-009-3,203,875,205,110000000331,1320,4000
225A8220-430-003-0,204,865,377,110000000331,1320,4000
225A8220-430-003-1,204,865,377,110000000331,1320,4000
225A8220-430-005-0,204,1017,529,110000000331,1320,4000
225A8220-430-005-1,204,1017,529,110000000331,1320,4000
225A8220-440-003-0,205,777,267,110000000331,1320,4000
225A8220-440-003-1,205,777,267,110000000331,1320,4000
225A8220-450-005-0,206,3361,746,110000000631,1320,4000
225A8220-450-005-1,206,3361,746,110000000631,1320,4000
225A8220-460-005-0,207,3651,746,110000000631,1320,4000
225A8220-460-005-1,207,3651,746,110000000631,1320,4000
225A8220-460-005-2,207,3651,746,110000000631,1320,4000
225A8220-460-005-3,207,3651,746,110000000631,1320,4000
225A8220-470-005-0,208,1816,746,110000000631,1320,4000
225A8220-470-005-1,208,1816,746,110000000631,1320,4000
225A8300-010-007,209,3575,745,110000000631,1320,4000
225A8300-010-009,209,3702,872,110000000631,1320,4000
225A8300-020-007-0,210,3175,745,110000000631,1320,4000
225A8300-020-007-1,210,3175,745,110000000631,1320,4000
225A8300-020-009-0,210,3302,872,110000000631,1320,4000
225A8300-020-009-1,210,3302,872,110000000631,1320,4000
225A8300-030-007,211,3575,745,110000000631,1320,4000
225A8300-030-009,211,3702,872,110000000631,1320,4000
225A8300-040-007-0,212,865,745,110000000631,1320,4000
225A8300-040-007-1,212,865,745,110000000631,1320,4000
225A8300-040-007-2,212,865,745,110000000631,1320,4000
225A8300-040-007-3,212,865,745,110000000631,1320,4000
225A8300-040-007-4,212,865,745,110000000631,1320,4000
225A8300-040-007-5,212,865,745,110000000631,1320,4000
225A8300-040-007-6,212,865,745,110000000631,1320,4000
225A8300-040-007-7,212,865,745,110000000631,1320,4000
225A8300-040-007-8,212,865,745,110000000631,1320,4000
225A8300-040-007-9,212,865,745,110000000631,1320,4000
225A8300-040-009-0,212,1017,897,110000000631,1320,4000
225A8300-040-009-1,212,1017,897,110000000631,1320,4000
225A8300-040-009-2,212,1017,897,110000000631,1320,4000
225A8300-040-009-3,212,1017,897,110000000631,1320,4000
225A8300-040-009-4,212,1017,897,110000000631,1320,4000
225A8300-040-009-5,212,1017,897,110000000631,1320,4000
225A8300-040-009-6,212,1017,897,110000000631,1320,4000
225A8300-040-009-7,212,1017,897,110000000631,1320,4000
225A8300-040-009-8,212,1017,897,110000000631,1320,4000
225A8300-040-009-9,212,1017,897,110000000631,1320,4000
225A8300-050-007-0,213,1057,745,110000000631,1320,4000
225A8300-050-007-1,213,1057,745,110000000631,1320,4000
225A8300-050-007-2,213,1057,745,110000000631,1320,4000
225A8300-050-007-3,213,1057,745,110000000631,1320,4000
225A8300-050-009-0,213,1209,897,110000000631,1320,4000
225A8300-050-009-1,213,1209,897,110000000631,1320,4000
225A8300-050-009-2,213,1209,897,110000000631,1320,4000
225A8300-050-009-3,213,1209,897,110000000631,1320,4000
225A8300-060-009-0,214,895,745,110000000331,1320,4000
225A8300-060-009-1,214,895,745,110000000331,1320,4000
225A8300-060-009-2,214,895,745,110000000331,1320,4000
225A8300-060-009-3,214,895,745,110000000331,1320,4000
225A8300-060-009-4,214,895,745,110000000331,1320,4000
225A8300-060-009-5,214,895,745,110000000331,1320,4000
225A8300-060-009-6,214,895,745,110000000331,1320,4000
225A8300-060-009-7,214,895,745,110000000331,1320,4000
225A8300-060-009-8,214,895,745,110000000331,1320,4000
225A8300-060-009-9,214,895,745,110000000331,1320,4000
225A8300-060-009-10,214,895,745,110000000331,1320,4000
225A8300-060-009-11,214,895,745,110000000331,1320,4000
225A8300-060-011-0,214,1047,897,110000000331,1320,4000
225A8300-060-011-1,214,1047,897,110000000331,1320,4000
225A8300-060-011-2,214,1047,897,110000000331,1320,4000
225A8300-060-011-3,214,1047,897,110000000331,1320,4000
225A8300-060-011-4,214,1047,897,110000000331,1320,4000
225A8300-060-011-5,214,1047,897,110000000331,1320,4000
225A8300-060-011-6,214,1047,897,110000000331,1320,4000
225A8300-060-011-7,214,1047,897,110000000331,1320,4000
225A8300-060-011-8,214,1047,897,110000000331,1320,4000
225A8300-060-011-9,214,1047,897,110000000331,1320,4000
225A8300-060-011-10,214,1047,897,110000000331,1320,4000
225A8300-060-011-11,214,1047,897,110000000331,1320,4000
225A8300-070-009,215,635,485,110000000331,1320,4000
225A8300-070-011,215,787,637,110000000331,1320,4000
225A8300-070-010,215,635,485,110000000331,1320,4000
225A8300-070-012,215,787,637,110000000331,1320,4000
225A8300-080-005-0,216,3600,280,110000000631,1320,4000
225A8300-080-005-1,216,3600,280,110000000631,1320,4000
225A8300-080-005-2,216,3600,280,110000000631,1320,4000
225A8300-090-005-0,217,3600,320,110000000631,1320,4000
225A8300-090-005-1,217,3600,320,110000000631,1320,4000
225A8300-110-005,218,3600,280,110000000631,1320,4000
225A8300-120-005,219,3600,300,110000000631,1320,4000
225A8300-130-005,220,3600,290,110000000631,1320,4000
225A8300-140-005-0,221,585,340,110000000631,1320,4000
225A8300-140-005-1,221,585,340,110000000631,1320,4000
225A8300-150-005-0,222,899,329,110000000631,1320,4000
225A8300-150-005-1,222,899,329,110000000631,1320,4000
225A8300-160-005-0,223,899,289,110000000631,1320,4000
225A8300-160-005-1,223,899,289,110000000631,1320,4000
225A8300-160-005-2,223,899,289,110000000631,1320,4000
225A8300-160-005-3,223,899,289,110000000631,1320,4000
225A8300-160-005-4,223,899,289,110000000631,1320,4000
225A8300-160-005-5,223,899,289,110000000631,1320,4000
225A8300-160-005-6,223,899,289,110000000631,1320,4000
225A8300-160-005-7,223,899,289,110000000631,1320,4000
225A8300-170-005,224,899,329,110000000631,1320,4000
225A8300-180-005-0,225,899,329,110000000631,1320,4000
225A8300-180-005-1,225,899,329,110000000631,1320,4000
225A8300-180-005-2,225,899,329,110000000631,1320,4000
225A8300-180-005-3,225,899,329,110000000631,1320,4000
225A8300-210-007-0,226,895,295,110000000331,1320,4000
225A8300-210-007-1,226,895,295,110000000331,1320,4000
225A8300-210-011-0,226,990,390,110000000331,1320,4000
225A8300-210-011-1,226,990,390,110000000331,1320,4000
225A8300-220-007-0,227,995,355,110000000331,1320,4000
225A8300-220-007-1,227,995,355,110000000331,1320,4000
225A8300-220-007-2,227,995,355,110000000331,1320,4000
225A8300-220-007-3,227,995,355,110000000331,1320,4000
225A8300-220-007-4,227,995,355,110000000331,1320,4000
225A8300-220-007-5,227,995,355,110000000331,1320,4000
225A8300-220-007-6,227,995,355,110000000331,1320,4000
225A8300-220-007-7,227,995,355,110000000331,1320,4000
225A8300-220-011-0,227,1090,450,110000000331,1320,4000
225A8300-220-011-1,227,1090,450,110000000331,1320,4000
225A8300-220-011-2,227,1090,450,110000000331,1320,4000
225A8300-220-011-3,227,1090,450,110000000331,1320,4000
225A8300-220-011-4,227,1090,450,110000000331,1320,4000
225A8300-220-011-5,227,1090,450,110000000331,1320,4000
225A8300-220-011-6,227,1090,450,110000000331,1320,4000
225A8300-220-011-7,227,1090,450,110000000331,1320,4000
225A8300-230-007,228,995,395,110000000331,1320,4000
225A8300-230-011,228,1090,490,110000000331,1320,4000
225A8300-240-007-0,229,895,365,110000000331,1320,4000
225A8300-240-007-1,229,895,365,110000000331,1320,4000
225A8300-240-011-0,229,990,460,110000000331,1320,4000
225A8300-240-011-1,229,990,460,110000000331,1320,4000
225A8300-250-007-0,230,540,255,110000000331,1320,4000
225A8300-250-007-1,230,540,255,110000000331,1320,4000
225A8300-250-011-0,230,635,350,110000000331,1320,4000
225A8300-250-011-1,230,635,350,110000000331,1320,4000
225A8300-260-007-0,231,895,285,110000000331,1320,4000
225A8300-260-007-1,231,895,285,110000000331,1320,4000
225A8300-260-011-0,231,990,380,110000000331,1320,4000
225A8300-260-011-1,231,990,380,110000000331,1320,4000
225A8300-270-005,232,899,329,110000000631,1320,4000
225A8300-280-007,233,1105,295,110000000331,1320,4000
225A8300-280-011,233,1200,390,110000000331,1320,4000
225A8300-290-007,234,597,267,110000000331,1320,4000
225A8300-290-008,234,597,267,110000000331,1320,4000
225A8300-310-009,235,540,393,110000000331,1320,4000
225A8300-310-011,235,692,545,110000000331,1320,4000
225A8300-310-012,235,540,393,110000000331,1320,4000
225A8300-310-014,235,692,545,110000000331,1320,4000
225A8300-320-009,236,540,415,110000000331,1320,4000
225A8300-320-011,236,692,567,110000000331,1320,4000
225A8300-320-012,236,540,415,110000000331,1320,4000
225A8300-320-014,236,692,567,110000000331,1320,4000
225A8300-330-005-0,237,3361,636,110000000631,1320,4000
225A8300-330-005-1,237,3361,636,110000000631,1320,4000
225A8300-330-005-2,237,3361,636,110000000631,1320,4000
225A8410-010-003,238,3702,792,110000000631,1320,4000
225A8410-010-009,238,3575,665,110000000631,1320,4000
225A8410-020-003,239,1011,817,110000000631,1320,4000
225A8410-020-009,239,859,665,110000000631,1320,4000
225A8410-020-004,239,1011,817,110000000631,1320,4000
225A8410-020-010,239,859,665,110000000631,1320,4000
225A8410-030-003,240,1022,817,110000000331,1320,4000
225A8410-030-011,240,870,665,110000000331,1320,4000
225A8410-030-004,240,1022,817,110000000331,1320,4000
225A8410-030-012,240,870,665,110000000331,1320,4000
225A8410-040-003,241,1762,704,110000000631,1320,4000
225A8410-040-009,241,1635,577,110000000631,1320,4000
225A8410-050-003-0,242,689,619,110000000631,1320,4000
225A8410-050-003-1,242,689,619,110000000631,1320,4000
225A8410-050-009-0,242,537,467,110000000631,1320,4000
225A8410-050-009-1,242,537,467,110000000631,1320,4000
225A8410-060-003-0,243,619,481,110000000631,1320,4000
225A8410-060-003-1,243,619,481,110000000631,1320,4000
225A8410-060-003-2,243,619,481,110000000631,1320,4000
225A8410-060-003-3,243,619,481,110000000631,1320,4000
225A8410-060-009-0,243,467,329,110000000631,1320,4000
225A8410-060-009-1,243,467,329,110000000631,1320,4000
225A8410-060-009-2,243,467,329,110000000631,1320,4000
225A8410-060-009-3,243,467,329,110000000631,1320,4000
225A8410-070-003-0,244,619,472,110000000331,1320,4000
225A8410-070-003-1,244,619,472,110000000331,1320,4000
225A8410-070-003-2,244,619,472,110000000331,1320,4000
225A8410-070-003-3,244,619,472,110000000331,1320,4000
225A8410-070-011-0,244,467,320,110000000331,1320,4000
225A8410-070-011-1,244,467,320,110000000331,1320,4000
225A8410-070-011-2,244,467,320,110000000331,1320,4000
225A8410-070-011-3,244,467,320,110000000331,1320,4000
225A8410-080-003-0,245,619,449,110000000331,1320,4000
225A8410-080-003-1,245,619,449,110000000331,1320,4000
225A8410-080-011-0,245,467,297,110000000331,1320,4000
225A8410-080-011-1,245,467,297,110000000331,1320,4000
225A8410-090-003-0,246,619,427,110000000331,1320,4000
225A8410-090-003-1,246,619,427,110000000331,1320,4000
225A8410-090-011-0,246,467,275,110000000331,1320,4000
225A8410-090-011-1,246,467,275,110000000331,1320,4000
225A8410-110-003,247,324,312,110000000631,1320,4000
225A8410-110-009,247,197,185,110000000631,1320,4000
225A8410-120-003,248,407,312,110000000631,1320,4000
225A8410-120-009,248,280,185,110000000631,1320,4000
225A8410-130-003,249,1572,704,110000000631,1320,4000
225A8410-130-009,249,1445,577,110000000631,1320,4000
225A8410-140-003,250,3312,660,110000000631,1320,4000
225A8410-140-009,250,3185,533,110000000631,1320,4000
225A8410-150-003-0,251,685,579,110000000631,1320,4000
225A8410-150-003-1,251,685,579,110000000631,1320,4000
225A8410-150-003-2,251,685,579,110000000631,1320,4000
225A8410-150-003-3,251,685,579,110000000631,1320,4000
225A8410-150-009-0,251,533,427,110000000631,1320,4000
225A8410-150-009-1,251,533,427,110000000631,1320,4000
225A8410-150-009-2,251,533,427,110000000631,1320,4000
225A8410-150-009-3,251,533,427,110000000631,1320,4000
225A8410-160-003,252,3312,666,110000000631,1320,4000
225A8410-160-009,252,3185,539,110000000631,1320,4000
225A8410-170-003-0,253,689,581,110000000631,1320,4000
225A8410-170-003-1,253,689,581,110000000631,1320,4000
225A8410-170-009-0,253,537,429,110000000631,1320,4000
225A8410-170-009-1,253,537,429,110000000631,1320,4000
225A8410-180-003-0,254,581,481,110000000631,1320,4000
225A8410-180-003-1,254,581,481,110000000631,1320,4000
225A8410-180-003-2,254,581,481,110000000631,1320,4000
225A8410-180-003-3,254,581,481,110000000631,1320,4000
225A8410-180-009-0,254,429,329,110000000631,1320,4000
225A8410-180-009-1,254,429,329,110000000631,1320,4000
225A8410-180-009-2,254,429,329,110000000631,1320,4000
225A8410-180-009-3,254,429,329,110000000631,1320,4000
225A8410-190-003-0,255,581,472,110000000331,1320,4000
225A8410-190-003-1,255,581,472,110000000331,1320,4000
225A8410-190-003-2,255,581,472,110000000331,1320,4000
225A8410-190-003-3,255,581,472,110000000331,1320,4000
225A8410-190-011-0,255,429,320,110000000331,1320,4000
225A8410-190-011-1,255,429,320,110000000331,1320,4000
225A8410-190-011-2,255,429,320,110000000331,1320,4000
225A8410-190-011-3,255,429,320,110000000331,1320,4000
225A8410-210-003-0,256,581,449,110000000331,1320,4000
225A8410-210-003-1,256,581,449,110000000331,1320,4000
225A8410-210-011-0,256,429,297,110000000331,1320,4000
225A8410-210-011-1,256,429,297,110000000331,1320,4000
225A8410-220-003-0,257,581,427,110000000331,1320,4000
225A8410-220-003-1,257,581,427,110000000331,1320,4000
225A8410-220-011-0,257,429,275,110000000331,1320,4000
225A8410-220-011-1,257,429,275,110000000331,1320,4000
225A8410-310-003,258,3600,222,110000000631,1320,4000
225A8410-320-003-0,259,893,231,110000000631,1320,4000
225A8410-320-003-1,259,893,231,110000000631,1320,4000
225A8410-320-003-2,259,893,231,110000000631,1320,4000
225A8410-320-003-3,259,893,231,110000000631,1320,4000
225A8410-330-003-0,260,870,197,110000000331,1320,4000
225A8410-330-003-1,260,870,197,110000000331,1320,4000
225A8410-330-003-2,260,870,197,110000000331,1320,4000
225A8410-330-003-3,260,870,197,110000000331,1320,4000
225A8410-330-011-0,260,965,292,110000000331,1320,4000
225A8410-330-011-1,260,965,292,110000000331,1320,4000
225A8410-330-011-2,260,965,292,110000000331,1320,4000
225A8410-330-011-3,260,965,292,110000000331,1320,4000
225A8410-340-003,261,3220,222,110000000631,1320,4000
225A8410-350-003-0,262,359,259,110000000631,1320,4000
225A8410-350-003-1,262,359,259,110000000631,1320,4000
